tblUploadID,tblSightingsID,SightingID,SurveyID,EffortID,DuplicateSightingStatus,DuplicateSightingNumber,PlatformInstance,Latitude,Longitude,AphiaID,IdentificationConfidence,Cue,SurveyTeam,MinGroupSize,BestGroupSize,MaxGroupSize,NumberOfCalves,SightingStatus,SightingDemographics,SightingDirection,SightingAngle,RadialDistance,PerpendicularDistance,Behaviour1,Behaviour2,Behaviour3,Comments
724,61104,B01/10/K06/07_00024/S205618,SCANSIII Block B Aerial,B01/10/K06/07_00024/205618                        ,N,,1,46.86887,-4.81763,137094,NR,S,NR,15,15,,0,A,,S,35,,261.35109 ,124,124,124,
722,59903,1365,SCANSII Block H Aerial,B13/07_00354/473987                               ,N,,1,53.30057,4.46198,137117,NR,BU,NR,1,1,1,,A,,S,70,,,119,124,124,Return to effort. resight ?
722,59887,1411,SCANSII Block H Aerial,B13/07_00358/474551                               ,N,,1,52.89028,4.59348,137117,NR,BU,NR,1,1,1,,A,,S,79,,,119,124,124,Effort beginning. no racetrack; pilot talk
722,59651,1961,SCANSII Block B Aerial,A02/08_00403/508495                               ,N,,1,50.00192,-3.00812,137087,NR,BU,NR,2,2,2,,A,,S,32,,,119,124,124,Condictions change.
722,59927,1175,SCANSII Block L Aerial,B08/07_00321/521190                               ,N,,1,56.9674,7.10863,137117,NR,BU,NR,1,1,1,,A,,S,54,,,119,124,124,Condictions change. racetrack
722,59701,1002,SCANSII Block L Aerial,B07/07_00302/513988                               ,N,,1,57.58797,9.45868,137117,NR,BU,NR,2,2,2,,A,,S,40,,,119,124,124,Condictions change. racetrack
722,59784,1196,SCANSII Block L Aerial,B09/07_00326/463020                               ,N,,1,56.94439,7.22292,137117,NR,BU,NR,1,1,1,,A,,S,69,,,119,124,124,Effort beginning. racetracktrigger?
722,60003,2139,SCANSII Block L Aerial,B25/07_00416/557795                               ,N,,1,55.60959,7.04064,137117,NR,BU,NR,1,1,1,,A,,S,70,,,119,124,124,Effort beginning. racetrack
721,59405,A02/20/M14/07_00069/S269800,SCANSIII Block A Aerial,A02/20/M14/07_00069/269800                        ,N,,1,39.587,-9.26396,137094,NR,BU,NR,3,3,,0,A,,S,65,,85.3343   ,127,124,124,
733,76424,RA_35_1_5977,CODA Block 2 Double platform,RA_35_1                                           ,N,,1,45.36955,-12.74025,2688,Pr,Bl,O1,1,1,1,,,,,30,1500,,124,124,124,
