ID,DateTime,Latitude,Longitude,HaulLat,HaulLon,Stage,Species,Survey,Num. counted,Length,Volume Filter Internal,Volume Filter External,Haul Num.,Sample Num.,Country,Ship,tblCodeID_Stage,tblCodeID_Survey,tblCodeID_Species,Aperture,E/W,FlowMeter Int. Calibration,FlowMeter Revs Int.,FlowMeter Ext. Calibration,FlowMeter Revs Ext.,Water Depth,Max Sampling Depth,Haul Depth,Haul Duration,NoMeas,MeasYolk,TotMeas,Caught,CaugYolk,TotCaug,TotPerm2,AbSmall,AbMedium,AbLarge,AbYolk,Area-code,Period,Sampling Period,Temp max sampler depth,ICES Rec. Code,Agency/Person,Ship/Person,Cruise Number,Original SampleID,Station Number,Series Number,Wire Out,Meta,Primary Reference,Secondary Reference,Num. of Myomeres,Gear Submited,Gear,Net Opening,Wind Dir,Temperature at surface,Temperature at 20m,Temperature at 50m,Temperature at 100m,Sub factor,Salinity,Salinity at 20m,Bottom salinity,DayNight,Statrec,haulval,bycspecreccode,stdspecreccode,speedwater,winddir,windspeed,thermocline,thclinedepth,Gear count,Gear Type,CTD model,Mesh size,Flow meter type,Sub sample instruments,Haul distance,Gear efficiency,Identification,Preservation,Diameter oil globule,Oil globules present,Number oil globules,Notes,DateLastModified,AphiaID,TimeFlag,Institute,Campaign,MeshType,CodendMeshSize,HaulID,ELHaulFLAG,SampleID,netopeningArea,Clogging,FlowEfficiency,HaulDurationMinutes,HaulDurationSeconds,AngleOfWire,LengthOfWire,Flowmetertype,Flowmeterbrand,ELVolFLAG,SdepthMin,BottomTemperature,indiv_seq_no,EggOrLarvae,StageScaleReference,SubsamplingFactor,GearDeployment,tblSampleID
8966031,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,1,,,,1609787,1817963,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817963
8966032,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,1,,,,1609787,1817952,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817952
8966033,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,1,,,,1609787,1817953,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817953
8966034,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,1,,,,1609787,1817954,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817954
8966035,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,2,,,,1609787,1817955,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817955
8966036,20-01-2026 00:25:00,57.41009000,11.61492000,,,LV,Clupea harengus,I4537,1,,,,1609787,1817956,SWEDEN,77SE,4458,12366,12105,,,3.33,8034,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2408,,,,,,,,,126417,,,,,,,,2026SE109,,,,,,,,,,,,,,,,,,1817956
8966038,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,2,,,,1609788,1817957,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817957
8966039,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,1,,,,1609788,1817946,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817946
8966040,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,3,,,,1609788,1817947,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817947
8966041,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,1,,,,1609788,1817948,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817948
8966042,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,2,,,,1609788,1817949,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817949
8966043,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,1,,,,1609788,1817950,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817950
8966044,20-01-2026 02:28:00,57.34095000,11.28049000,,,LV,Clupea harengus,I4537,1,,,,1609788,1817951,SWEDEN,77SE,4458,12366,12105,,,3.33,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,2111,,,,,,,,,126417,,,,,,,,2026SE110,,,,,,,,,,,,,,,,,,1817951
8966046,20-01-2026 17:09:00,56.84550000,11.73407000,,,LV,Clupea harengus,I4537,2,,,,1609789,1817940,SWEDEN,77SE,4458,12366,12105,,,3.33,6356,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1833,,,,,,,,,126417,,,,,,,,2026SE111,,,,,,,,,,,,,,,,,,1817940
8966047,20-01-2026 17:09:00,56.84550000,11.73407000,,,LV,Clupea harengus,I4537,2,,,,1609789,1817941,SWEDEN,77SE,4458,12366,12105,,,3.33,6356,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1833,,,,,,,,,126417,,,,,,,,2026SE111,,,,,,,,,,,,,,,,,,1817941
8966048,20-01-2026 17:09:00,56.84550000,11.73407000,,,LV,Clupea harengus,I4537,2,,,,1609789,1817942,SWEDEN,77SE,4458,12366,12105,,,3.33,6356,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1833,,,,,,,,,126417,,,,,,,,2026SE111,,,,,,,,,,,,,,,,,,1817942
8966049,20-01-2026 17:09:00,56.84550000,11.73407000,,,LV,Clupea harengus,I4537,1,,,,1609789,1817943,SWEDEN,77SE,4458,12366,12105,,,3.33,6356,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1833,,,,,,,,,126417,,,,,,,,2026SE111,,,,,,,,,,,,,,,,,,1817943
8966050,20-01-2026 17:09:00,56.84550000,11.73407000,,,LV,Clupea harengus,I4537,1,,,,1609789,1817944,SWEDEN,77SE,4458,12366,12105,,,3.33,6356,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1833,,,,,,,,,126417,,,,,,,,2026SE111,,,,,,,,,,,,,,,,,,1817944
8966052,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,1,,,,1609790,1817945,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817945
8966053,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,2,,,,1609790,1817934,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817934
8966054,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,1,,,,1609790,1817935,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817935
8966055,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,2,,,,1609790,1817936,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817936
8966056,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,1,,,,1609790,1817937,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817937
8966057,20-01-2026 19:56:00,56.58224000,11.58166000,,,LV,Clupea harengus,I4537,2,,,,1609790,1817938,SWEDEN,77SE,4458,12366,12105,,,3.33,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1556,,,,,,,,,126417,,,,,,,,2026SE112,,,,,,,,,,,,,,,,,,1817938
8966058,20-01-2026 21:35:00,56.41845000,11.67970000,,,LV,Clupea harengus,I4537,1,,,,1609791,1817939,SWEDEN,77SE,4458,12366,12105,,,3.33,4514,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE113,,,,,,,,,,,,,,,,,,1817939
8966059,21-01-2026 00:12:00,56.27520000,11.16096000,,,LV,Clupea harengus,I4537,1,,,,1609793,1817928,SWEDEN,77SE,4458,12366,12105,,,3.33,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE115,,,,,,,,,,,,,,,,,,1817928
8966060,21-01-2026 00:12:00,56.27520000,11.16096000,,,LV,Clupea harengus,I4537,1,,,,1609793,1817929,SWEDEN,77SE,4458,12366,12105,,,3.33,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE115,,,,,,,,,,,,,,,,,,1817929
8966061,21-01-2026 00:12:00,56.27520000,11.16096000,,,LV,Clupea harengus,I4537,1,,,,1609793,1817930,SWEDEN,77SE,4458,12366,12105,,,3.33,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE115,,,,,,,,,,,,,,,,,,1817930
8966062,21-01-2026 01:39:00,56.15716000,10.93765000,,,LV,Clupea harengus,I4537,1,,,,1609794,1817931,SWEDEN,77SE,4458,12366,12105,,,3.33,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1222,,,,,,,,,126417,,,,,,,,2026SE116,,,,,,,,,,,,,,,,,,1817931
8966063,21-01-2026 01:39:00,56.15716000,10.93765000,,,LV,Clupea harengus,I4537,1,,,,1609794,1817932,SWEDEN,77SE,4458,12366,12105,,,3.33,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1222,,,,,,,,,126417,,,,,,,,2026SE116,,,,,,,,,,,,,,,,,,1817932
8966064,21-01-2026 01:39:00,56.15716000,10.93765000,,,LV,Clupea harengus,I4537,1,,,,1609794,1817933,SWEDEN,77SE,4458,12366,12105,,,3.33,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1222,,,,,,,,,126417,,,,,,,,2026SE116,,,,,,,,,,,,,,,,,,1817933
8966065,21-01-2026 01:39:00,56.15716000,10.93765000,,,LV,Clupea harengus,I4537,1,,,,1609794,1817922,SWEDEN,77SE,4458,12366,12105,,,3.33,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1222,,,,,,,,,126417,,,,,,,,2026SE116,,,,,,,,,,,,,,,,,,1817922
8966066,21-01-2026 01:39:00,56.15716000,10.93765000,,,LV,Clupea harengus,I4537,1,,,,1609794,1817923,SWEDEN,77SE,4458,12366,12105,,,3.33,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1222,,,,,,,,,126417,,,,,,,,2026SE116,,,,,,,,,,,,,,,,,,1817923
8966068,21-01-2026 17:08:00,56.31200000,12.42215000,,,LV,Clupea harengus,I4537,1,,,,1609795,1817924,SWEDEN,77SE,4458,12366,12105,,,3.33,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1500,,,,,,,,,126417,,,,,,,,2026SE117,,,,,,,,,,,,,,,,,,1817924
8966069,21-01-2026 17:08:00,56.31200000,12.42215000,,,LV,Clupea harengus,I4537,1,,,,1609795,1817925,SWEDEN,77SE,4458,12366,12105,,,3.33,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1500,,,,,,,,,126417,,,,,,,,2026SE117,,,,,,,,,,,,,,,,,,1817925
8966070,21-01-2026 17:08:00,56.31200000,12.42215000,,,LV,Clupea harengus,I4537,1,,,,1609795,1817926,SWEDEN,77SE,4458,12366,12105,,,3.33,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1500,,,,,,,,,126417,,,,,,,,2026SE117,,,,,,,,,,,,,,,,,,1817926
8966072,21-01-2026 18:34:00,56.43694000,12.38220000,,,LV,Clupea harengus,I4537,1,,,,1609796,1817927,SWEDEN,77SE,4458,12366,12105,,,3.33,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,815,,,,,,,,,126417,,,,,,,,2026SE118,,,,,,,,,,,,,,,,,,1817927
8966073,21-01-2026 18:34:00,56.43694000,12.38220000,,,LV,Clupea harengus,I4537,1,,,,1609796,1817916,SWEDEN,77SE,4458,12366,12105,,,3.33,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,815,,,,,,,,,126417,,,,,,,,2026SE118,,,,,,,,,,,,,,,,,,1817916
8966074,21-01-2026 18:34:00,56.43694000,12.38220000,,,LV,Clupea harengus,I4537,1,,,,1609796,1817917,SWEDEN,77SE,4458,12366,12105,,,3.33,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,815,,,,,,,,,126417,,,,,,,,2026SE118,,,,,,,,,,,,,,,,,,1817917
8966075,21-01-2026 20:01:00,56.58502000,12.42913000,,,LV,Clupea harengus,I4537,2,,,,1609797,1817918,SWEDEN,77SE,4458,12366,12105,,,3.33,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1019,,,,,,,,,126417,,,,,,,,2026SE119,,,,,,,,,,,,,,,,,,1817918
8966076,21-01-2026 20:01:00,56.58502000,12.42913000,,,LV,Clupea harengus,I4537,1,,,,1609797,1817919,SWEDEN,77SE,4458,12366,12105,,,3.33,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1019,,,,,,,,,126417,,,,,,,,2026SE119,,,,,,,,,,,,,,,,,,1817919
8966077,21-01-2026 20:01:00,56.58502000,12.42913000,,,LV,Clupea harengus,I4537,1,,,,1609797,1817920,SWEDEN,77SE,4458,12366,12105,,,3.33,4166,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1019,,,,,,,,,126417,,,,,,,,2026SE119,,,,,,,,,,,,,,,,,,1817920
8966078,21-01-2026 21:29:00,56.71458000,12.27782000,,,LV,Clupea harengus,I4537,1,,,,1609798,1817921,SWEDEN,77SE,4458,12366,12105,,,3.33,3757,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE120,,,,,,,,,,,,,,,,,,1817921
8966079,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,2,,,,1609799,1817910,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817910
8966080,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,1,,,,1609799,1817911,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817911
8966081,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,2,,,,1609799,1817912,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817912
8966082,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,1,,,,1609799,1817913,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817913
8966083,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,3,,,,1609799,1817914,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817914
8966084,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,1,,,,1609799,1817915,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817915
8966085,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,2,,,,1609799,1817904,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817904
8966086,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,2,,,,1609799,1817905,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817905
8966087,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,3,,,,1609799,1817906,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817906
8966088,21-01-2026 23:43:00,56.60772000,11.84307000,,,LV,Clupea harengus,I4537,1,,,,1609799,1817907,SWEDEN,77SE,4458,12366,12105,,,3.33,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1333,,,,,,,,,126417,,,,,,,,2026SE121,,,,,,,,,,,,,,,,,,1817907
8966090,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,1,,,,1609800,1817908,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817908
8966091,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,2,,,,1609800,1817909,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817909
8966092,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,2,,,,1609800,1817898,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817898
8966093,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,2,,,,1609800,1817899,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817899
8966094,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,2,,,,1609800,1817900,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817900
8966095,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,3,,,,1609800,1817901,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817901
8966096,22-01-2026 01:39:00,56.40981000,11.83285000,,,LV,Clupea harengus,I4537,2,,,,1609800,1817902,SWEDEN,77SE,4458,12366,12105,,,3.33,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,1111,,,,,,,,,126417,,,,,,,,2026SE122,,,,,,,,,,,,,,,,,,1817902
8966097,22-01-2026 19:48:00,56.89505000,11.90948000,,,LV,Clupea harengus,I4537,1,,,,1609801,1817903,SWEDEN,77SE,4458,12366,12105,,,3.33,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE123,,,,,,,,,,,,,,,,,,1817903
8966098,22-01-2026 19:48:00,56.89505000,11.90948000,,,LV,Clupea harengus,I4537,1,,,,1609801,1817892,SWEDEN,77SE,4458,12366,12105,,,3.33,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE123,,,,,,,,,,,,,,,,,,1817892
8966099,22-01-2026 19:48:00,56.89505000,11.90948000,,,LV,Clupea harengus,I4537,1,,,,1609801,1817893,SWEDEN,77SE,4458,12366,12105,,,3.33,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE123,,,,,,,,,,,,,,,,,,1817893
8966100,22-01-2026 19:48:00,56.89505000,11.90948000,,,LV,Clupea harengus,I4537,2,,,,1609801,1817894,SWEDEN,77SE,4458,12366,12105,,,3.33,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,MRN2,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,982,,,,,,,,,126417,,,,,,,,2026SE123,,,,,,,,,,,,,,,,,,1817894
